OBJECTID,Record_ID,Offense_Code,Offense_Ext,Offense_Category,Description,Police_District,Beat,Grid,Occurence_Date
30,1429969,2399,4,LARCENY,484 PETTY THEFT/LICENSE PLATE,4,4A,0928,2020-01-01T00:20:00.000Z
31,1429983,2203,0,BURGLARY,459 PC BURG BUSINESS-FORCE,6,6C,1111,2020-01-02T00:04:10.000Z
32,1429996,2999,02,VANDALISM,594(B)(1) VANDL $10000 OR M0RE,3,3B,0788,2020-01-02T00:00:15.000Z
33,1429997,2099,1,ARSON,451(A) PC ARSON W/BODILY INJ,5,5A,1371,2020-01-02T00:01:00.000Z
34,1429998,2399,4,LARCENY,484 PETTY THEFT/LICENSE PLATE,6,6A,1034,2020-01-02T00:12:00.000Z
35,1430020,3599,61,NARCOTICS,11350(A) POSS CONTROLLED SUBST,4,4A,0907,2020-01-02T00:12:11.000Z
36,1430034,2803,0,STOLEN PROP,496(A) REC STOLEN PROP-FEL,2,2B,0542,2020-01-01T00:04:24.000Z
37,1430036,5212,78,WEAPON OFFENSE,29800(A)(1) FELON POSS GUN,5,5B,1602,2020-01-01T00:18:44.000Z
38,1430038,1399,4,BATTERY,243(D) BATTERY CIVILIAN W/INJ,3,3M,0734,2020-01-01T00:19:26.000Z
39,1430040,2999,38,VANDALISM,594(B)(1) VANDAL $400 OR MORE,5,5A,1371,2020-01-01T00:22:05.000Z
40,1430042,3599,63,NARCOTICS,11377(A) POSS DANGEROUS DRUG,2,2B,0532,2020-01-02T00:14:59.000Z
41,1430051,5404,000,TRAFFIC,23152(A) DUI ALCOHOL,2,2B,0545,2020-01-01T00:18:01.000Z
42,1430053,5404,000,TRAFFIC,23152(A) DUI ALCOHOL,4,4A,0908,2020-01-02T00:22:04.000Z
43,1430061,1315,19,AGG ASSAULT,245(A)(1)AWDW-NON-FIREARM,3,3A,0706,2020-01-01T00:22:00.000Z
44,1430064,5707,6,TRESPASS,602(L)(1)TRESPASS REFUSE TO LV,3,3B,0748,2020-01-03T00:00:55.000Z
45,1430078,5311,5,PUBLIC PEACE,647(F) PC DIP - DISORDERLY,1,1A,0306,2020-01-02T00:20:25.000Z
46,1430080,2399,3,THEFT,485 PC PETTY THFT LOST PROP-M,3,3M,0741,2020-01-02T00:12:06.000Z
47,1430091,2803,05,STOLEN PROP,496(A) REC STOLEN PROP-MISD,4,4A,0907,2020-01-02T00:11:08.000Z
48,1430092,3599,33,NARCOTICS,11377(A) POSS DANGEROUS DRUG,4,4A,0905,2020-01-02T00:11:42.000Z
49,1430095,1299,0,ROBBERY,211 PC ROBBERY-UNSPECIFIED,2,2C,0626,2020-01-02T00:11:56.000Z
50,1430098,1299,0,ROBBERY,211 PC ROBBERY-UNSPECIFIED,3,3M,0741,2020-01-01T00:01:03.000Z
51,1430101,3599,62,NARCOTICS,11377(A) POSS DAN DRUG/SUPER X,5,5C,1651,2020-01-02T00:00:34.000Z
52,1430102,4801,5,OBSTRUCTING,69 PC RESIST/OBSTRCT EXEC OFC,3,3A,0706,2020-01-02T00:08:46.000Z
53,1430103,5213,5,WEAPON OFFENSE,246.3(A) PC NEGL DISCH FIREARM,2,2C,0603,2020-01-02T00:02:08.000Z
54,1430104,2203,0,BURGLARY,459 PC BURG BUSINESS-FORCE,6,6B,1421,2020-01-02T00:03:24.000Z
55,1430105,7399,36B,SAC CITY CODE,9.16.140B TRESPASS AFTR NOTICE,6,6D,0841,2020-01-02T00:06:33.000Z
56,1430106,5212,54,WEAPON OFFENSE,21310 POSS DIRK/DAGGER-FEL,2,2B,0563,2020-01-02T00:07:58.000Z
57,1430107,3599,61,NARCOTICS,11350(A) POSS CONTROLLED SUBST,6,6D,0841,2020-01-02T00:18:31.000Z
58,1430108,1313,19,BATTERY,242 PC BATTERY CIVILIAN,2,2B,0541,2020-01-01T00:01:29.000Z
59,1430110,2203,0,BURGLARY,459 PC BURG BUSINESS-FORCE,1,1C,0414,2020-01-02T00:08:44.000Z
60,1430111,2205,0,BURGLARY,459 PC BURG BUSINESS-NO FORCE,2,2B,0563,2020-01-02T00:09:43.000Z
61,1430113,7399,98,SAC CITY CODE,12.52.040(A) STOR PER PROP-PUB,3,3A,0709,2020-01-02T00:09:58.000Z
62,1430115,3599,33,NARCOTICS,11377(A) POSS DANGEROUS DRUG,2,2A,0514,2020-01-02T00:11:19.000Z
63,1430116,2299,01,BURGLARY,459 PC BURG VEHICLE,1,1A,0302,2020-01-01T00:10:00.000Z
64,1430119,3599,48,NARCOTICS,11351 HS POSS FOR SALE/11054,2,2A,0504,2020-01-02T00:14:23.000Z
65,1430124,3599,63,NARCOTICS,11377(A) POSS DANGEROUS DRUG,3,3A,0703,2020-01-02T00:17:13.000Z
66,1430125,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,3,3M,0744,2020-01-01T00:12:30.000Z
67,1430140,5499,41,TRAFFIC,12500(A) UNLICENSED DRIVER,2,2B,0523,2020-01-02T00:11:37.000Z
68,1430144,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,2,2C,0619,2020-01-02T00:14:38.000Z
69,1430145,1299,0,ROBBERY,211 PC ROBBERY-UNSPECIFIED,6,6D,0851,2020-01-02T00:16:04.000Z
70,1430147,5404,000,TRAFFIC,23152(A) DUI ALCOHOL,1,1C,0456,2020-01-01T00:02:03.000Z
71,1430148,5311,52,DISORDERLY,647(F) PC PUB INTOX-DETOX ONLY,2,2C,0614,2020-01-02T00:19:02.000Z
72,1430149,5299,117,WEAPON OFFENSE,22610 ILL POSS OF STUNGUN,3,3A,0702,2020-01-02T00:19:58.000Z
73,1430151,2299,01,BURGLARY,459 PC BURG VEHICLE,2,2B,0564,2020-01-01T00:17:30.000Z
74,1430152,1313,19,BATTERY,242 PC BATTERY CIVILIAN,4,4A,0912,2020-01-02T00:20:55.000Z
75,1430153,5213,4,WEAPON OFFENSE,246 PC SHOOT OCCUP DWELL/VEH,2,2A,0233,2020-01-01T00:01:00.000Z
76,1430157,2202,0,BURGLARY,459 PC BURG RESIDENCE-FORCE,2,2C,0612,2020-01-01T00:07:43.000Z
77,1430158,5213,4,WEAPON OFFENSE,246 PC SHOOT OCCUP DWELL/VEH,2,2B,0537,2020-01-01T00:10:03.000Z
78,1430160,2999,02,VANDALISM,594(B)(1) VANDL $10000 OR M0RE,1,1B,0353,2020-01-02T00:23:30.000Z
79,1430163,5213,7,WEAPON OFFENSE,247(B) PC SHOOT UNOCC BLDG/VEH,6,6C,1422,2020-01-01T00:02:00.000Z
80,1430171,1315,19,AGG ASSAULT,245(A)(1)AWDW-NON-FIREARM,2,2A,0221,2020-01-02T00:12:11.000Z
81,1430182,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,5,5C,1623,2020-01-02T00:18:15.000Z
82,1430184,2399,4,LARCENY,484 PETTY THEFT/LICENSE PLATE,4,4C,1286,2020-01-02T00:21:09.000Z
83,1430185,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,3,3A,0763,2020-01-02T00:21:56.000Z
84,1430186,3599,22,NARCOTICS,11364 HS POSS DRUG PARAPH,1,1C,0429,2020-01-03T00:01:15.000Z
85,1430187,3599,62,NARCOTICS,11377(A) POSS DAN DRUG/SUPER X,2,2A,0513,2020-01-03T00:02:20.000Z
86,1430190,5212,78,WEAPON OFFENSE,29800(A)(1) FELON POSS GUN,4,4B,0969,2020-01-02T00:14:30.000Z
87,1430199,2399,4,LARCENY,484 PETTY THEFT/LICENSE PLATE,4,4A,0903,2020-01-01T00:18:00.000Z
88,1430200,2399,2,LARCENY,484 PC PETTY THEFT,3,3A,0703,2020-01-03T00:12:36.000Z
89,1430204,2299,01,BURGLARY,459 PC BURG VEHICLE,3,3A,0725,2020-01-01T00:02:00.000Z
90,1430208,2399,2,LARCENY,484 PC PETTY THEFT,6,6D,0841,2020-01-02T00:13:34.000Z
91,1430210,2203,0,BURGLARY,459 PC BURG BUSINESS-FORCE,2,2C,0619,2020-01-02T00:11:42.000Z
92,1430215,5404,000,TRAFFIC,23152(A) DUI ALCOHOL,6,6A,1032,2020-01-03T00:00:02.000Z
93,1430218,2299,01,BURGLARY,459 PC BURG VEHICLE,6,6E,0898,2020-01-01T00:18:15.000Z
94,1430222,2399,2,LARCENY,484 PC PETTY THEFT,5,5A,1522,2020-01-02T00:12:28.000Z
95,1430224,2399,2,LARCENY,484 PC PETTY THEFT,3,3A,0776,2020-01-01T00:21:08.000Z
96,1430226,2399,4,LARCENY,484 PETTY THEFT/LICENSE PLATE,6,6A,1001,2020-01-02T00:18:00.000Z
97,1430229,2399,2,LARCENY,484 PC PETTY THEFT,3,3M,0742,2020-01-03T00:08:05.000Z
98,1430237,2999,02,VANDALISM,594(B)(1) VANDL $10000 OR M0RE,6,6C,1424,2020-01-02T00:01:40.000Z
99,1430239,2999,38,VANDALISM,594(B)(1) VANDAL $400 OR MORE,5,5B,1621,2020-01-02T00:16:30.000Z
100,1430240,3599,62,NARCOTICS,11377(A) POSS DAN DRUG/SUPER X,6,6C,1403,2020-01-02T00:10:05.000Z
101,1430277,2404,13,AUTO THEFT,O/S AGENCY  10851 VC LOCATE,UI,UI,UI,2020-01-02T00:14:08.000Z
102,1430278,3599,33,NARCOTICS,11377(A) POSS DANGEROUS DRUG,3,3M,0744,2020-01-02T00:14:31.000Z
103,1430282,2205,3,BURGLARY,459.5 BURGLARY SHOPLIFT < $950,4,4B,1356,2020-01-02T00:20:59.000Z
104,1430284,5212,73,WEAPON OFFENSE,25850(C)(4) LOADED GUN PRO PER,6,6A,1042,2020-01-02T00:17:31.000Z
105,1430289,5213,4,WEAPON OFFENSE,246 PC SHOOT OCCUP DWELL/VEH,1,1A,0104,2020-01-01T00:11:06.000Z
106,1430290,2999,02,VANDALISM,594(B)(1) VANDL $10000 OR M0RE,5,5C,1651,2020-01-01T00:09:02.000Z
107,1430297,2404,13,AUTO THEFT,O/S AGENCY  10851 VC LOCATE,1,1B,0478,2020-01-03T00:12:27.000Z
108,1430300,3599,33,NARCOTICS,11377(A) POSS DANGEROUS DRUG,4,4B,0977,2020-01-02T00:13:41.000Z
109,1430302,2604,0,FRAUD,529 PC FALSE PERSONATION,4,4A,0906,2020-01-03T00:09:47.000Z
110,1430305,2999,38,VANDALISM,594(B)(1) VANDAL $400 OR MORE,3,3A,0701,2020-01-03T00:04:00.000Z
111,1430310,5212,54A,WEAPON OFFENSE,21310 POSS DIRK/DAGGER-MISD,3,3M,0732,2020-01-02T00:08:18.000Z
112,1430311,5311,5,PUBLIC PEACE,647(F) PC DIP - DISORDERLY,3,3B,0738,2020-01-03T00:15:51.000Z
113,1430312,3599,63,NARCOTICS,11377(A) POSS DANGEROUS DRUG,3,3M,0735,2020-01-03T00:06:44.000Z
114,1430313,3599,22,NARCOTICS,11364 HS POSS DRUG PARAPH,3,3M,0734,2020-01-03T00:07:56.000Z
115,1430314,3599,33,NARCOTICS,11377(A) POSS DANGEROUS DRUG,6,6D,0861,2020-01-03T00:09:05.000Z
116,1430315,7399,78,PUBLIC ORDER,370 PC PUBLIC NUISANCE,3,3A,0715,2020-01-03T00:09:12.000Z
117,1430317,3599,62,NARCOTICS,11377(A) POSS DAN DRUG/SUPER X,6,6D,0861,2020-01-03T00:10:19.000Z
118,1430319,2204,0,BURGLARY,459 PC BURG RESIDENCE-NO FORCE,6,6E,0878,2020-01-02T00:20:11.000Z
119,1430326,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,3,3A,0776,2020-01-02T00:18:15.000Z
120,1430327,4803,3,OBSTRUCTING,148.9(A) PC FALSE ID TO OFCR,5,5B,1369,2020-01-03T00:13:40.000Z
121,1430328,1315,20,AGG ASSAULT,245(A)(2) AWDW-FIREARM,5,5B,1631,2020-01-03T00:10:56.000Z
122,1430330,2204,0,BURGLARY,459 PC BURG RESIDENCE-NO FORCE,5,5C,1637,2020-01-02T00:18:49.000Z
123,1430334,5212,01,WEAPON OFFENSE,417(A)1) PC BRANDISH NON-GUN,3,3A,0715,2020-01-03T00:20:42.000Z
124,1430336,1210,0,ROBBERY,211 PC ROBBERY-PURSE SNATCH,3,3B,0748,2020-01-03T00:20:42.000Z
125,1430341,2399,32,LARCENY,487(D)(2) GRAND THFT GUN <$950,5,5C,1606,2020-01-03T00:18:12.000Z
126,1430342,2399,2,LARCENY,484 PC PETTY THEFT,3,3A,0773,2020-01-01T00:19:00.000Z
127,1430343,4801,0,OBSTRUCTING,148(A)(1)PC RESIST PEACE OFFCR,3,3B,0748,2020-01-03T00:23:06.000Z
128,1430346,2299,01,BURGLARY,459 PC BURG VEHICLE,5,5A,1522,2020-01-02T00:14:11.000Z
129,1430351,3599,35,NARCOTICS,11378 HS POSS CNTRL SUB/SALE,2,2A,0512,2020-01-03T00:07:26.000Z
130,1430353,5212,54,WEAPON OFFENSE,21310 POSS DIRK/DAGGER-FEL,6,6C,1405,2020-01-03T00:10:12.000Z
131,1430356,5707,5,TRESPASS,602(K)TRESPASS:INJURE PROPERTY,6,6C,1441,2020-01-03T00:10:54.000Z
132,1430357,3599,33,NARCOTICS,11377(A) POSS DANGEROUS DRUG,6,6A,1032,2020-01-03T00:14:36.000Z
133,1430358,5404,000,TRAFFIC,23152(A) DUI ALCOHOL,1,1B,0421,2020-01-03T00:21:12.000Z
134,1430359,3599,62,NARCOTICS,11377(A) POSS DAN DRUG/SUPER X,6,6A,1032,2020-01-03T00:14:00.000Z
135,1430360,3599,22,NARCOTICS,11364 HS POSS DRUG PARAPH,2,2C,0623,2020-01-03T00:15:39.000Z
136,1430361,3599,62,NARCOTICS,11377(A) POSS DAN DRUG/SUPER X,6,6D,0841,2020-01-03T00:17:01.000Z
137,1430371,2299,01,BURGLARY,459 PC BURG VEHICLE,5,5A,1394,2020-01-03T00:05:30.000Z
138,1430372,2399,2,LARCENY,484 PC PETTY THEFT,2,2B,0537,2020-01-02T00:21:30.000Z
139,1430373,2299,01,BURGLARY,459 PC BURG VEHICLE,1,1B,0353,2020-01-03T00:01:00.000Z
140,1430375,2203,0,BURGLARY,459 PC BURG BUSINESS-FORCE,1,1C,0409,2020-01-01T00:01:01.000Z
141,1430377,2299,01,BURGLARY,459 PC BURG VEHICLE,1,1B,0353,2020-01-03T00:01:00.000Z
142,1430378,2999,02,VANDALISM,594(B)(1) VANDL $10000 OR M0RE,3,3B,0748,2020-01-02T00:09:00.000Z
143,1430381,2299,01,BURGLARY,459 PC BURG VEHICLE,6,6D,0841,2020-01-03T00:01:00.000Z
144,1430383,2299,01,BURGLARY,459 PC BURG VEHICLE,4,4C,1251,2020-01-01T00:23:00.000Z
145,1430384,2999,05,VANDALISM,594(B)(2)(A) VANDAL UNDER $400,3,3B,0718,2020-01-02T00:22:00.000Z
146,1430385,2999,05,VANDALISM,594(B)(2)(A) VANDAL UNDER $400,1,1B,0353,2020-01-03T00:02:00.000Z
147,1430386,2999,02,VANDALISM,594(B)(1) VANDL $10000 OR M0RE,5,5C,1654,2020-01-01T00:12:20.000Z
148,1430388,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,2,2B,0525,2020-01-04T00:05:00.000Z
149,1430389,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,2,2C,0626,2020-01-03T00:20:00.000Z
150,1430390,1299,3,ROBBERY,212.5(A)ROBBERY-INHAB DWELLING,5,5C,1644,2020-01-03T00:12:47.000Z
151,1430391,2205,3,BURGLARY,459.5 BURGLARY SHOPLIFT < $950,5,5C,1639,2020-01-02T00:21:39.000Z
152,1430400,1315,19,AGG ASSAULT,245(A)(1)AWDW-NON-FIREARM,6,6B,1035,2020-01-04T00:02:43.000Z
153,1430404,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,1,1A,0337,2020-01-04T00:07:01.000Z
154,1430408,5213,5,WEAPON OFFENSE,246.3(A) PC NEGL DISCH FIREARM,3,3B,0748,2020-01-04T00:01:47.000Z
155,1430410,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,3,3A,0715,2020-01-03T00:18:40.000Z
156,1430415,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,6,6D,0861,2020-01-01T00:00:09.000Z
157,1430416,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,2,2B,0537,2020-01-04T00:10:00.000Z
158,1430417,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,4,4C,1279,2020-01-01T00:15:32.000Z
159,1430418,5311,5,PUBLIC PEACE,647(F) PC DIP - DISORDERLY,3,3M,0744,2020-01-04T00:08:14.000Z
160,1430419,3599,22,NARCOTICS,11364 HS POSS DRUG PARAPH,3,3A,0725,2020-01-04T00:09:31.000Z
161,1430423,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,6,6B,1018,2020-01-02T00:00:55.000Z
162,1430456,5213,4,WEAPON OFFENSE,246 PC SHOOT OCCUP DWELL/VEH,2,2A,0213,2020-01-04T00:07:40.000Z
163,1430457,5401,1,TRAFFIC,20002(B) HIT/RUN-RUNAWAY VEH,2,2B,0523,2020-01-02T00:12:38.000Z
164,1430467,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,1,1B,0435,2020-01-02T00:15:34.000Z
165,1430468,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,1,1A,0338,2020-01-02T00:15:51.000Z
166,1430473,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,2,2B,0526,2020-01-03T00:06:50.000Z
167,1430474,3599,33,NARCOTICS,11377(A) POSS DANGEROUS DRUG,6,6E,0876,2020-01-04T00:08:26.000Z
168,1430476,5311,52,DISORDERLY,647(F) PC PUB INTOX-DETOX ONLY,3,3A,0715,2020-01-03T00:17:28.000Z
169,1430477,3599,50,NARCOTICS,4573.5 BRING DRUGS INTO JAIL,6,6B,1084,2020-01-04T00:10:38.000Z
170,1430478,5401,2,ACCIDENT,20001(A) VC HIT/RUN INJ/DEATH,2,2B,0564,2020-01-03T00:16:50.000Z
171,1430481,5707,6,TRESPASS,602(L)(1)TRESPASS REFUSE TO LV,3,3A,0704,2020-01-03T00:22:56.000Z
172,1430484,2999,33,VANDALISM,594(A)(2) VANDALISM-DAMAGE,2,2C,0611,2020-01-01T00:17:28.000Z
173,1430489,5404,000,TRAFFIC,23152(A) DUI ALCOHOL,4,4B,1326,2020-01-04T00:16:11.000Z
174,1430490,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,2,2C,0618,2020-01-03T00:12:52.000Z
175,1430491,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,2,2C,0619,2020-01-04T00:20:30.000Z
176,1430493,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,3,3B,0746,2020-01-02T00:12:57.000Z
177,1430495,1313,19,BATTERY,242 PC BATTERY CIVILIAN,5,5C,1639,2020-01-04T00:12:50.000Z
178,1430496,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,1,1A,0144,2020-01-03T00:17:35.000Z
179,1430497,5499,452,TRAFFIC,14601.2(A) SUSP LIC-DUI CONVCT,4,4A,0937,2020-01-04T00:19:11.000Z
180,1430498,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,4,4A,0957,2020-01-03T00:15:50.000Z
181,1430500,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,1,1A,0104,2020-01-03T00:09:10.000Z
182,1430501,2803,05,STOLEN PROP,496(A) REC STOLEN PROP-MISD,6,6C,1114,2020-01-04T00:12:45.000Z
183,1430502,1210,0,ROBBERY,211 PC ROBBERY-PURSE SNATCH,3,3A,0712,2020-01-04T00:00:54.000Z
184,1430508,2299,01,BURGLARY,459 PC BURG VEHICLE,1,1B,0353,2020-01-03T00:02:47.000Z
185,1430516,2299,01,BURGLARY,459 PC BURG VEHICLE,1,1B,0353,2020-01-03T00:23:18.000Z
186,1430518,1315,19,AGG ASSAULT,245(A)(1)AWDW-NON-FIREARM,3,3B,0746,2020-01-05T00:01:39.000Z
187,1430520,2204,0,BURGLARY,459 PC BURG RESIDENCE-NO FORCE,6,6D,0832,2020-01-02T00:11:46.000Z
188,1430533,2399,4,LARCENY,484 PETTY THEFT/LICENSE PLATE,2,2A,0224,2020-01-04T00:14:30.000Z
189,1430540,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,6,6C,1441,2020-01-04T00:20:30.000Z
190,1430542,2399,4,LARCENY,484 PETTY THEFT/LICENSE PLATE,3,3A,0785,2020-01-03T00:19:00.000Z
191,1430543,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,1,1B,0434,2020-01-04T00:23:00.000Z
192,1430545,3532,1,DANGEROUS DRUG,11351 HS POSS/SALE COCAINE,2,2A,0233,2020-01-04T00:00:24.000Z
193,1430546,3560,3,NARCOTICS,11359(B) POSS MARIJ FOR SALE-M,1,1B,0435,2020-01-02T00:19:19.000Z
194,1430547,3560,4,NARCOTICS,11359(C) POSS MARIJ FOR SALE-F,3,3A,0707,2020-01-03T00:14:37.000Z
195,1430548,3599,33,NARCOTICS,11377(A) POSS DANGEROUS DRUG,5,5C,1605,2020-01-05T00:01:26.000Z
196,1430549,3599,35,NARCOTICS,11378 HS POSS CNTRL SUB/SALE,4,4B,1351,2020-01-05T00:00:10.000Z
197,1430550,3599,63,NARCOTICS,11377(A) POSS DANGEROUS DRUG,6,6C,1132,2020-01-04T00:22:40.000Z
198,1430551,5311,5,PUBLIC PEACE,647(F) PC DIP - DISORDERLY,3,3B,0726,2020-01-03T00:14:06.000Z
199,1430552,5311,5,PUBLIC PEACE,647(F) PC DIP - DISORDERLY,3,3M,0744,2020-01-05T00:01:36.000Z
200,1430553,5499,113,TRAFFIC,4463(A)(1) VC ALTER REG-FEL,4,4C,1227,2020-01-04T00:20:25.000Z
201,1430557,2399,4,LARCENY,484 PETTY THEFT/LICENSE PLATE,6,6B,1065,2020-01-02T00:00:00.000Z
202,1430567,2803,05,STOLEN PROP,496(A) REC STOLEN PROP-MISD,6,6C,1447,2020-01-05T00:01:50.000Z
203,1430570,2803,04,STOLEN PROP,496D(A) PURCH STLN VEH-FEL,2,2A,0226,2020-01-04T00:23:30.000Z
204,1430571,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,1,1C,0449,2020-01-04T00:23:00.000Z
205,1430572,3599,22,NARCOTICS,11364 HS POSS DRUG PARAPH,4,4A,0908,2020-01-01T00:10:46.000Z
206,1430573,5404,01,TRAFFIC,23152(B) DUI BAC >.08,6,6E,1116,2020-01-05T00:06:28.000Z
207,1430576,2999,38,VANDALISM,594(B)(1) VANDAL $400 OR MORE,5,5B,1358,2020-01-04T00:23:09.000Z
208,1430577,2999,02,VANDALISM,594(B)(1) VANDL $10000 OR M0RE,3,3A,0704,2020-01-05T00:02:45.000Z
209,1430578,2308,0,LARCENY,484 PC PETTY THEFT/INSIDE,3,3M,0742,2020-01-03T00:16:19.000Z
210,1430581,5213,4,WEAPON OFFENSE,246 PC SHOOT OCCUP DWELL/VEH,5,5C,1654,2020-01-02T00:18:40.000Z
211,1430584,5213,5,WEAPON OFFENSE,246.3(A) PC NEGL DISCH FIREARM,5,5B,1369,2020-01-02T00:20:15.000Z
212,1430587,2999,38,VANDALISM,594(B)(1) VANDAL $400 OR MORE,4,4B,1326,2020-01-05T00:07:00.000Z
213,1430588,1313,19,BATTERY,242 PC BATTERY CIVILIAN,4,4A,0912,2020-01-02T00:21:42.000Z
214,1430589,3599,22,NARCOTICS,11364 HS POSS DRUG PARAPH,3,3A,0712,2020-01-05T00:14:33.000Z
215,1430590,5707,11,TRESPASS,587B PC TRESPASS RR/TRAIN,3,3A,0765,2020-01-02T00:15:31.000Z
216,1430591,2699,8,FRAUD,587C PC EVADE PAYMENT RAILFARE,2,2B,0556,2020-01-04T00:20:43.000Z
217,1430592,5403,1,TRAFFIC,23152(F) DUI DRUGS,2,2C,0601,2020-01-05T00:09:03.000Z
218,1430596,1315,19,AGG ASSAULT,245(A)(1)AWDW-NON-FIREARM,6,6C,1441,2020-01-05T00:09:51.000Z
219,1430601,5707,0,PRIVACY,602 PC TRESPASS,2,2C,0618,2020-01-05T00:16:10.000Z
220,1430602,2404,13,AUTO THEFT,O/S AGENCY  10851 VC LOCATE,6,6B,1065,2020-01-05T00:14:59.000Z
221,1430607,2203,0,BURGLARY,459 PC BURG BUSINESS-FORCE,6,6E,1117,2020-01-05T00:00:00.000Z
222,1430608,1203,0,ROBBERY,211 PC ROBBERY-SHOPLIFT,6,6E,1101,2020-01-04T00:16:14.000Z
223,1430609,2203,0,BURGLARY,459 PC BURG BUSINESS-FORCE,3,3B,0746,2020-01-03T00:03:18.000Z
224,1430610,2202,0,BURGLARY,459 PC BURG RESIDENCE-FORCE,6,6D,0832,2020-01-04T00:01:12.000Z
225,1430611,2202,0,BURGLARY,459 PC BURG RESIDENCE-FORCE,5,5B,1603,2020-01-02T00:19:30.000Z
226,1430612,2203,0,BURGLARY,459 PC BURG BUSINESS-FORCE,3,3B,0726,2020-01-02T00:06:44.000Z
227,1430623,2310,0,LARCENY,1708 US THEFT OF MAIL,6,6D,0861,2020-01-02T00:11:27.000Z
228,1430624,2299,01,BURGLARY,459 PC BURG VEHICLE,3,3B,0746,2020-01-03T00:20:15.000Z
229,1430625,2299,01,BURGLARY,459 PC BURG VEHICLE,1,1A,0306,2020-01-03T00:18:25.000Z
230,1430627,2999,02,VANDALISM,594(B)(1) VANDL $10000 OR M0RE,1,1B,0444,2020-01-04T00:06:40.000Z
231,1430628,2999,02,VANDALISM,594(B)(1) VANDL $10000 OR M0RE,3,3B,0736,2020-01-04T00:05:15.000Z
232,1430629,2299,01,BURGLARY,459 PC BURG VEHICLE,5,5C,1605,2020-01-04T00:07:00.000Z
233,1430631,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,5,5C,1653,2020-01-01T00:17:31.000Z
234,1430632,2299,01,BURGLARY,459 PC BURG VEHICLE,2,2A,0517,2020-01-04T00:09:05.000Z
235,1430638,2999,05,VANDALISM,594(B)(2)(A) VANDAL UNDER $400,2,2A,0232,2020-01-04T00:00:10.000Z
236,1430639,2204,0,BURGLARY,459 PC BURG RESIDENCE-NO FORCE,6,6B,1068,2020-01-02T00:21:00.000Z
237,1430640,2299,01,BURGLARY,459 PC BURG VEHICLE,6,6B,1058,2020-01-04T00:05:00.000Z
238,1430643,2999,38,VANDALISM,594(B)(1) VANDAL $400 OR MORE,5,5B,1633,2020-01-05T00:18:06.000Z
239,1430644,1299,0,ROBBERY,211 PC ROBBERY-UNSPECIFIED,5,5C,1623,2020-01-05T00:19:49.000Z
240,1430646,2399,2,LARCENY,484 PC PETTY THEFT,5,5B,1359,2020-01-04T00:06:30.000Z
241,1430647,2299,01,BURGLARY,459 PC BURG VEHICLE,1,1C,0407,2020-01-03T00:22:25.000Z
242,1430648,2999,05,VANDALISM,594(B)(2)(A) VANDAL UNDER $400,5,5B,1631,2020-01-04T00:08:30.000Z
243,1430650,2202,0,BURGLARY,459 PC BURG RESIDENCE-FORCE,1,1B,0421,2020-01-04T00:00:00.000Z
244,1430651,2299,01,BURGLARY,459 PC BURG VEHICLE,3,3B,0747,2020-01-02T00:18:20.000Z
245,1430652,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,2,2C,0616,2020-01-03T00:18:50.000Z
246,1430654,5499,132,TRAFFIC,23109(C) EXHIBITION OF SPEED,1,1A,0334,2020-01-05T00:20:23.000Z
247,1430655,5404,000,TRAFFIC,23152(A) DUI ALCOHOL,1,1B,0435,2020-01-05T00:17:20.000Z
